45.904,-68.922
45.904,-68.925
45.899,-68.93
45.899,-68.932
45.898,-68.939
45.9,-68.947
45.898,-69.063
45.899,-68.959
45.896,-68.946
45.896,-68.966
45.895,-68.971
45.897,-68.976
45.896,-68.984
45.896,-68.985
45.895,-68.987
45.895,-68.987
45.889,-68.997
45.881,-69.003
45.882,-69.005
45.884,-69.029
45.873,-69.038
45.86,-69.032
45.855,-69.031
45.852,-69.022
45.848,-69.021
45.843,-69.005
45.838,-68.961
45.835,-68.972
45.826,-68.984
45.816,-69.063
45.806,-69.074
45.821,-69.109
45.823,-69.135
45.819,-69.15
45.819,-69.162
45.81,-69.17
45.799,-69.171
45.796,-69.162
45.78,-69.167
45.78,-69.182
45.772,-69.185
45.77,-69.179
45.764,-69.179
45.745,-69.137
45.73,-69.086
45.735,-69.083
45.697,-69.006
45.686,-69.021
45.67,-68.99
45.65,-69.02
45.645,-69.083
45.617,-69.125
45.617,-69.161
45.577,-69.224
45.558,-69.239
45.543,-69.319
45.481,-69.302
45.458,-69.253
45.417,-69.376
45.421,-69.426
45.4,-69.438
45.399,-69.471
45.365,-69.465
45.352,-69.485
45.332,-69.535
45.291,-69.542
45.282,-69.575
45.289,-69.624
45.272,-69.673
45.282,-69.726
45.272,-69.764
45.248,-69.826
45.274,-69.923
45.254,-69.983
45.235,-70.005
45.24,-70.054
45.222,-70.082
45.192,-70.054
45.16,-70.097
45.153,-70.173
45.134,-70.169
45.139,-70.193
45.131,-70.211
45.146,-70.235
45.144,-70.351
45.039,-70.378
45.039,-70.344
45.026,-70.32
44.974,-70.362
44.974,-70.448
44.859,-70.58
44.845,-70.617
44.841,-70.661
44.851,-70.668
44.836,-70.712
44.835,-70.728
44.824,-70.748
44.79,-70.769
44.744,-70.767
44.72,-70.789
44.713,-70.799
44.717,-70.813
44.695,-70.836
44.675,-70.839
44.671,-70.882
44.666,-70.895
44.663,-70.895
44.662,-70.901
44.639,-70.889
44.634,-70.903
44.61,-70.892
44.601,-70.903
44.602,-70.926
44.591,-70.947
44.589,-70.959
44.592,-70.957
44.592,-70.962
44.581,-70.964
44.573,-70.957
44.559,-70.973
44.561,-70.977
44.546,-70.979
44.537,-70.99
44.534,-70.982
44.504,-70.989
44.503,-70.998
44.487,-71.012
44.48,-71.04
44.469,-71.041
44.455,-71.069
44.445,-71.095
44.437,-71.149
44.434,-71.151
44.435,-71.154
44.431,-71.158
44.427,-71.153
44.418,-71.157
44.404,-71.127
44.407,-71.117
44.383,-71.104
44.361,-71.115
44.348,-71.116
44.348,-71.124
44.34,-71.132
44.335,-71.131
44.33,-71.149
44.318,-71.157
44.316,-71.165
44.303,-71.168
44.295,-71.175
44.28,-71.174
44.276,-71.17
44.261,-71.194
44.263,-71.202
44.254,-71.203
44.251,-71.208
44.252,-71.217
44.246,-71.252
44.283,-71.254
44.295,-71.256
44.305,-71.263
44.31,-71.256
44.322,-71.261
44.33,-71.272
44.325,-71.291
44.31,-71.313
44.305,-71.311
44.294,-71.318
44.28,-71.316
44.274,-71.305
44.265,-71.309
44.259,-71.319
44.254,-71.32
44.254,-71.327
44.244,-71.341
44.243,-71.344
44.225,-71.367
44.223,-71.37
44.219,-71.37
44.217,-71.377
44.202,-71.376
44.196,-71.389
44.18,-71.384
44.177,-71.374
44.173,-71.386
44.168,-71.386
44.166,-71.394
44.176,-71.409
44.176,-71.442
44.17,-71.468
44.173,-71.477
44.196,-71.491
44.196,-71.496
44.169,-71.537
44.191,-71.553
44.195,-71.592
44.18,-71.638
44.121,-71.646
44.114,-71.685
44.139,-71.706
44.14,-71.734
44.053,-71.769
43.988,-71.928
43.888,-72.001
43.88,-72.038
43.824,-72.034
43.719,-72.161
43.698,-72.282
43.729,-72.38
43.656,-72.576
43.662,-72.631
43.679,-72.641
43.695,-72.756
43.673,-72.848
43.649,-72.856
43.589,-72.818
43.542,-72.863
43.528,-72.925
43.326,-72.963
43.231,-72.939
43.154,-73.01
43.085,-72.928
43.056,-72.968
43.054,-73.013
42.887,-73.101
42.886,-73.124
42.618,-73.19
42.539,-73.146
42.489,-73.182
42.303,-73.145
42.282,-73.187
42.236,-73.194
42.254,-73.227
42.165,-73.308
42.144,-73.436
42.052,-73.437
42.054,-73.455
42.008,-73.448
41.971,-73.377
41.925,-73.364
41.916,-73.392
41.821,-73.392
41.687,-73.524
41.643,-73.58
41.611,-73.642
41.544,-73.713
71.542,-73.757
41.353,-73.923
41.356,-73.933
41.331,-73.952
41.3,-74.02
41.303,-74.037
41.285,-74.036
41.277,-74.07
41.292,-74.08
41.266,-74.103
41.278,-74.263
41.192,-74.346
41.33,-74.647
41.265,-74.677
40.974,-75.128
40.984,-75.142
40.962,-75.129
40.936,-75.207
40.876,-75.273
40.799,-75.588
40.654,-75.96
40.609,-75.968
40.613,-75.916
40.547,-76.099
40.56,-76.118
40.509,-76.312
40.481,-76.546
40.505,-76.564
40.497,-76.586
40.505,-76.603
40.457,-76.708
40.461,-76.787
40.346,-77.103
40.325,-77.079
40.151,-77.126
40.112,-77.108
40.093,-77.173
40.028,-77.254
40.039,-77.355
39.973,-77.447
39.973,-77.475
39.849,-77.51
39.821,-77.471
39.633,-77.541
39.629,-77.566
39.502,-77.625
39.336,-77.679
39.323,-77.742
39.149,-77.623
39.132,-77.853
39.117,-77.853
38.989,-77.997
38.905,-78.059
38.881,-78.107
38.877,-78.158
38.784,-78.195
38.759,-78.251
38.763,-78.283
38.74,-78.305
38.745,-78.323
38.701,-78.328
38.656,-78.315
38.627,-78.334
38.613,-78.365
38.603,-78.368
38.584,-78.387
38.56,-78.389
38.55,-78.419
38.537,-78.423
38.534,-78.444
38.516,-78.45
38.497,-78.441
38.405,-78.492
38.366,-78.532
38.367,-78.542
38.349,-78.555
38.338,-78.548
38.324,-78.581
38.327,-78.59
38.307,-78.604
38.302,-78.631
38.302,-78.631
38.292,-78.632
38.296,-78.651
38.277,-78.664
38.263,-78.649
38.247,-78.67
38.255,-78.68
38.245,-78.698
38.238,-78.711
38.215,-78.746
38.179,-78.764
38.178,-78.771
38.134,-78.778
38.128,-78.788
38.114,-78.788
38.113,-78.781
38.093,-78.783
38.084,-78.78
38.077,-78.797
38.069,-78.794
38.061,-78.823
38.036,-78.858
38.028,-78.858
38.016,-78.874
37.968,-78.895
37.965,-78.889
37.959,-78.903
37.949,-78.901
37.941,-78.934
37.947,-78.942
37.89,-78.996
37.869,-78.993
37.863,-78.983
37.846,-78.999
37.856,-78.997
37.856,-79.014
37.839,-79.018
37.831,-79.041
37.82,-79.062
37.821,-79.074
37.825,-79.081
37.824,-79.092
37.833,-79.115
37.823,-79.148
37.821,-79.158
37.808,-79.166
37.805,-79.159
37.795,-79.177
37.768,-79.188
37.765,-79.198
37.757,-79.191
37.752,-79.213
37.74,-79.229
37.722,-79.26
37.721,-79.264
37.694,-79.273
37.687,-79.272
37.685,-79.276
37.671,-79.273
37.668,-79.283
37.676,-79.286
37.672,-79.303
37.679,-79.327
37.675,-79.336
37.677,-79.342
37.665,-79.349
37.66,-79.347
37.658,-79.358
37.646,-79.368
37.648,-79.376
37.626,-79.404
37.605,-79.387
37.603,-79.392
37.6,-79.392
37.598,-79.389
37.597,-79.391
37.595,-79.39
37.597,-79.396
37.604,-79.401
37.6,-79.413
37.598,-79.426
37.595,-79.429
37.592,-79.434
37.592,-79.44
37.591,-79.442
37.59,-79.443
37.594,-79.443
37.591,-79.444
37.59,-79.445
37.591,-79.446
37.59,-79.446
37.59,-79.449
37.591,-79.451
37.59,-79.451
37.588,-79.454
37.586,-79.456
37.586,-79.449
37.579,-79.45
37.575,-79.442
37.576,-79.438
37.572,-79.439
37.569,-79.437
37.57,-79.441
37.568,-79.44
37.564,-79.442
37.565,-79.44
37.561,-79.449
37.562,-79.452
37.56,-79.458
37.558,-79.458
37.555,-79.466
37.557,-79.468
37.551,-79.47
37.551,-79.474
37.549,-79.472
37.549,-79.479
37.546,-79.483
37.545,-79.484
37.544,-79.484
37.543,-79.486
37.54,-79.496
37.529,-79.5
37.529,-79.504
37.523,-79.506
37.521,-79.501
37.518,-79.515
37.511,-79.518
37.509,-79.52
37.511,-79.523
37.509,-79.523
37.509,-79.533
37.51,-79.534
37.51,-79.536
37.508,-79.536
37.499,-76.539
37.499,-79.542
37.495,-79.546
37.499,-79.555
37.506,-79.555
37.508,-79.556
37.513,-79.556
37.516,-79.56
37.518,-79.559
37.519,-79.565
37.521,-79.568
37.52,-79.57
37.523,-79.572
37.525,-79.578
37.527,-79.579
37.525,-79.581
37.526,-79.583
37.534,-79.585
37.536,-79.591
37.532,-79.594
37.535,-79.594
37.532,-79.613
37.528,-79.618
37.528,-79.624
37.531,-79.623
37.532,-79.629
37.528,-79.634
37.531,-79.634
37.515,-79.651
37.502,-79.655
37.498,-79.653
37.498,-79.65
37.493,-79.651
37.486,-79.659
37.484,-79.666
37.487,-79.666
37.486,-79.67
37.489,-79.669
37.488,-79.673
37.485,-79.677
37.481,-79.679
37.477,-79.691
37.469,-79.697
37.488,-79.699
37.455,-79.712
37.45,-79.721
37.449,-79.725
37.445,-79.727
37.437,-79.738
37.432,-79.749
37.425,-79.756
37.428,-79.769
37.419,-79.778
37.42,-79.786
37.422,-79.787
37.419,-79.791
37.423,-79.789
37.425,-79.791
37.423,-79.796
37.418,-79.804
37.418,-79.819
37.41,-79.822
37.407,-79.832
37.398,-79.862
37.395,-79.863
37.398,-79.862
37.399,-79.866
37.4,-79.866
37.399,-79.867
37.401,-79.866
37.401,-79.868
37.397,-79.875
37.399,-79.878
37.399,-79.886
37.404,-79.889
37.405,-79.896
37.394,-79.903
37.393,-79.909
37.39,-79.912
37.388,-79.921
37.383,-79.925
37.382,-79.924
37.382,-79.925
37.386,-79.935
37.388,-79.936
37.396,-79.932
37.397,-79.93
37.4,-79.931
37.408,-79.937
37.414,-79.939
37.415,-79.94
37.415,-79.942
37.413,-79.943
37.412,-79.945
37.412,-79.951
37.413,-79.951
37.415,-79.955
37.416,-79.955
37.418,-79.956
37.418,-79.954
37.42,-79.956
37.425,-79.96
37.43,-79.966
37.433,-79.975
37.495,-79.976
37.433,-79.979
37.434,-79.985
37.44,-79.995
37.44,-79.998
37.437,-79.997
